rainfall_mm_24h,soil_moisture_pct,slope_deg,temperature_c,landslide_occurred
131.3,38.6,37.1,20.6,0
37.9,35.7,11.2,26.2,0
69.2,44.4,18.6,14.2,0
112.3,35.3,23.9,19.1,0
92.2,31.9,49.8,12.7,1
99.5,46.5,41.6,21.4,1
32.6,16.6,39.4,18.8,0
213.3,75.5,41.0,26.4,1
44.3,48.7,31.2,20.0,0
43.3,30.1,4.3,17.3,0
22.4,11.0,13.7,18.5,0
64.2,40.8,10.1,30.3,0
159.5,57.7,5.7,10.6,0
91.5,41.1,20.5,16.2,0
68.2,42.8,47.7,20.2,0
124.8,59.5,8.7,16.2,1
156.8,59.6,8.5,22.9,0
131.1,52.1,9.2,19.7,1
11.3,47.6,17.6,21.5,1
125.5,65.8,13.7,20.7,0
102.3,55.6,2.8,19.4,0
37.2,30.9,18.0,12.3,0
102.6,33.6,59.8,21.1,1
159.7,73.4,21.5,9.4,1
46.0,33.2,14.3,16.0,0
137.6,47.5,30.8,22.9,1
93.0,40.3,15.3,27.1,0
1.8,8.9,34.5,34.1,0
72.1,50.7,25.2,17.4,0
90.3,50.8,54.0,14.8,1
57.8,36.6,55.8,23.1,1
95.5,43.4,43.4,31.2,0
66.3,28.4,14.5,29.2,0
295.2,68.2,29.5,13.8,1
54.6,16.7,19.7,19.2,0
38.2,20.6,48.3,25.1,0
132.9,42.5,3.7,25.5,0
60.3,38.6,40.4,23.6,0
69.1,47.0,20.7,17.3,0
64.6,34.6,29.9,23.5,0
127.8,68.9,20.7,25.6,1
29.0,17.9,23.2,14.4,0
137.4,52.7,41.1,28.0,0
108.3,46.5,36.5,26.0,0
233.8,91.6,16.2,15.5,1
85.2,42.6,4.5,25.5,0
31.0,29.4,51.6,24.9,0
85.9,21.6,30.6,25.1,1
93.9,32.7,37.9,29.5,0
169.1,75.4,30.3,19.9,1
31.0,5.0,37.9,22.0,0
17.3,40.4,38.4,4.2,1
87.2,47.8,2.9,26.7,0
240.5,71.2,32.9,26.1,1
119.8,40.0,31.1,28.1,0
124.7,73.9,7.6,14.4,1
21.8,42.4,45.3,25.8,0
76.8,37.8,15.7,26.1,0
171.3,64.4,5.2,16.1,0
94.7,35.9,48.6,26.3,1
16.0,25.6,52.2,22.8,1
75.7,30.8,16.0,9.8,0
113.9,47.5,41.9,23.5,0
69.5,59.1,2.3,15.4,0
34.6,27.5,43.8,9.9,0
135.7,41.3,29.0,22.2,0
52.9,16.8,48.0,19.6,0
101.3,46.9,24.8,28.4,0
74.2,29.4,22.4,21.1,1
51.2,35.8,50.8,24.7,0
258.5,65.2,4.2,23.1,1
46.6,39.9,12.9,26.1,0
79.0,27.0,25.9,14.7,0
74.0,39.1,36.6,21.2,0
85.6,37.3,2.3,19.2,0
245.9,100.0,35.4,23.9,1
114.0,50.6,24.0,21.5,0
50.8,56.1,38.5,16.3,1
196.9,75.9,54.6,18.0,1
128.2,69.2,27.6,29.9,1
51.7,30.4,34.2,9.8,1
177.0,68.4,28.8,24.3,1
21.6,40.0,8.9,27.4,0
27.9,37.8,48.0,23.5,0
14.9,30.1,53.3,31.8,0
8.3,18.1,49.1,25.6,0
168.6,60.2,57.0,22.3,1
86.4,55.3,29.1,17.2,1
16.5,40.3,39.8,22.4,0
72.5,31.0,11.8,24.1,0
140.6,46.2,58.7,20.0,1
39.8,19.1,35.7,15.5,0
57.8,44.4,17.2,12.8,0
266.5,75.5,48.7,21.1,1
62.2,45.4,36.0,11.1,0
18.0,31.0,57.1,17.2,0
48.3,25.5,46.7,5.4,0
15.2,42.6,52.9,25.0,0
120.7,32.6,33.7,26.9,1
34.9,48.7,32.0,20.5,0
33.9,32.3,45.9,31.0,0
282.6,65.8,8.1,28.1,1
25.0,45.4,5.1,22.9,0
20.7,36.8,59.1,19.3,1
29.3,22.2,55.1,17.9,0
143.7,44.3,57.4,23.4,1
109.7,28.6,5.6,19.2,0
47.7,60.9,17.6,23.3,1
44.1,19.9,54.3,23.7,1
103.7,30.8,7.2,18.6,0
88.9,45.4,28.2,26.6,0
65.5,16.7,21.8,18.6,0
112.4,36.3,53.0,20.1,1
27.5,38.8,32.0,14.1,0
35.5,34.4,18.8,18.4,0
116.7,44.5,32.4,32.9,1
94.4,43.8,8.5,14.6,0
76.5,33.8,44.4,22.6,0
276.0,88.2,37.9,17.3,1
130.5,43.5,36.8,6.7,1
49.0,25.3,27.4,23.4,0
38.4,22.3,19.1,16.7,0
97.7,35.7,5.8,21.9,0
168.2,74.6,56.9,25.9,1
12.7,32.4,26.2,21.4,0
92.6,31.9,30.8,22.0,0
57.1,19.9,23.8,14.8,0
86.4,39.7,59.3,24.2,0
19.2,50.7,48.2,18.9,0
168.1,49.7,7.6,8.0,0
199.8,68.0,37.3,25.0,0
122.1,51.6,30.1,26.8,1
227.3,75.5,48.0,28.9,1
54.7,28.2,59.8,33.0,0
90.9,56.6,45.2,24.6,0
123.4,56.3,52.2,23.1,1
98.7,54.8,31.2,26.5,1
60.7,42.2,23.7,14.7,1
66.0,47.2,39.3,10.0,0
187.7,85.9,45.5,17.1,1
73.5,54.4,15.2,27.7,0
161.7,88.3,31.2,16.0,1
70.6,52.3,8.6,22.8,0
161.0,52.2,14.5,23.4,0
79.7,50.1,53.1,21.5,0
116.2,57.6,10.4,12.3,0
42.7,53.7,49.1,22.1,0
90.8,31.1,23.6,17.5,1
43.2,37.5,40.5,30.2,1
53.6,25.2,54.8,26.8,0
57.3,40.5,47.3,17.7,0
65.1,33.7,49.9,30.6,0
148.4,62.8,17.1,22.1,1
51.9,16.1,23.0,10.0,0
83.9,50.5,44.5,19.5,0
161.3,62.8,47.1,29.8,1
114.5,50.5,47.8,15.1,0
13.0,46.7,44.9,19.6,0
18.6,20.1,15.4,11.8,0
100.0,49.1,18.8,12.8,0
49.8,33.6,56.6,15.0,0
16.0,26.4,34.1,12.6,0
46.8,58.4,45.8,16.3,0
102.8,46.5,36.8,30.4,1
56.8,27.4,55.6,19.8,0
77.9,61.9,52.4,24.7,0
61.0,31.6,17.2,26.5,0
41.4,11.1,53.3,13.3,0
89.5,33.5,19.4,15.0,0
14.2,8.6,27.6,24.6,0
36.9,7.6,51.4,16.2,1
130.1,48.2,20.8,24.2,0
19.3,24.0,18.9,30.1,0
75.0,52.9,40.8,11.3,1
53.2,40.8,60.0,17.9,0
49.1,39.3,9.6,18.8,0
138.9,44.0,42.7,16.8,0
158.2,70.2,32.6,16.4,0
29.2,44.0,25.8,17.0,0
65.5,41.1,45.5,19.9,1
10.1,27.6,34.2,21.0,0
133.5,38.2,48.3,25.7,0
72.0,50.6,45.1,19.8,0
17.9,45.8,59.1,26.7,1
38.5,33.5,49.0,16.4,0
26.8,19.6,5.9,12.8,0
36.6,27.2,47.2,18.2,0
11.4,17.8,39.7,22.8,0
186.3,62.3,7.2,25.2,0
30.3,35.4,37.1,28.8,0
74.8,42.1,45.5,21.7,0
102.1,57.6,13.4,24.5,0
158.3,64.0,27.2,28.2,1
76.8,28.8,33.5,15.3,0
60.2,29.1,26.0,18.7,0
79.3,33.1,52.8,36.6,0
29.1,25.0,11.8,25.1,0
31.4,49.4,46.8,23.1,0
59.1,58.2,47.1,25.4,0
7.0,31.8,28.0,12.0,0
42.1,32.0,33.3,16.1,0
50.5,16.3,10.9,13.9,0
250.2,85.2,13.3,22.5,1
172.4,53.6,32.8,17.8,1
101.8,65.0,15.0,20.6,1
135.8,34.7,48.8,18.1,1
31.1,32.4,37.7,10.2,1
80.9,29.7,5.3,25.3,0
124.3,51.0,22.8,9.4,0
31.4,35.8,51.8,15.6,0
18.7,36.9,18.1,12.1,0
94.1,42.8,43.7,14.7,0
21.0,34.4,7.4,21.2,0
108.6,39.2,56.0,27.4,0
156.5,62.1,28.1,10.6,0
32.3,40.1,30.5,16.7,1
34.7,32.7,35.1,9.5,0
153.3,52.0,23.1,16.4,0
77.1,35.9,44.1,20.4,1
139.5,67.1,2.8,24.6,0
60.9,22.1,11.4,7.3,0
64.6,24.8,13.0,23.3,0
75.6,46.1,38.8,14.2,0
217.1,69.0,53.7,12.7,1
132.0,35.6,5.7,20.4,0
40.9,46.4,51.4,23.8,0
85.4,28.2,49.5,19.4,0
57.5,32.0,6.4,13.4,0
49.1,24.8,10.3,19.4,0
106.5,43.0,22.3,15.6,1
91.4,32.2,8.7,23.6,0
32.7,36.7,46.0,26.5,0
75.8,40.3,31.2,26.1,0
47.8,43.8,25.8,19.9,0
101.7,38.1,44.0,26.7,0
46.0,57.1,19.0,13.9,0
64.9,13.4,52.5,30.7,0
50.2,13.5,39.9,13.8,0
13.6,44.4,22.1,7.8,0
209.9,78.2,33.3,28.2,1
75.1,42.9,17.0,15.7,1
214.8,78.9,59.1,20.7,1
77.7,46.3,27.3,13.8,0
120.4,53.7,54.0,34.2,1
43.3,19.2,58.7,30.9,1
44.3,40.9,33.1,29.3,0
71.9,45.9,44.3,20.5,1
213.5,90.5,35.2,25.9,1
33.7,49.6,7.3,19.7,0
10.1,26.5,57.2,26.7,1
150.9,43.0,28.5,17.5,1
125.6,72.7,53.9,29.5,1
52.6,20.9,40.0,17.2,0
269.6,91.5,8.1,17.9,1
277.3,86.2,26.2,17.2,1
12.5,18.0,13.4,21.2,0
42.5,39.8,11.9,17.7,1
71.6,40.8,43.5,22.9,0
99.7,51.1,3.7,17.1,0
89.1,32.5,58.0,24.7,1
74.9,36.6,28.1,29.1,0
29.2,18.1,30.4,20.5,0
108.8,44.8,19.4,33.3,0
113.2,46.9,7.0,26.8,1
143.7,78.0,36.1,32.8,1
25.4,23.2,22.0,19.6,0
63.0,10.2,38.2,10.0,0
50.5,49.4,34.2,15.8,0
25.0,31.6,14.6,16.4,0
62.2,34.0,28.8,14.3,0
30.6,22.4,19.9,6.8,0
21.1,13.9,15.9,26.1,0
126.7,74.9,46.6,8.8,0
52.4,33.7,2.7,25.6,0
40.7,9.3,17.6,33.1,1
168.2,66.0,32.8,15.3,1
115.7,63.4,29.6,22.3,1
8.8,24.1,56.5,17.6,0
100.2,34.2,50.9,25.0,0
99.8,33.1,45.6,12.8,1
60.1,24.0,31.8,19.2,0
58.3,52.8,26.9,26.7,1
15.4,23.0,4.1,19.7,0
267.6,66.7,49.7,10.2,1
62.0,40.1,27.0,27.4,0
96.3,45.8,20.6,12.2,0
64.7,30.8,37.2,20.5,0
41.3,18.1,45.7,23.5,0
133.6,40.6,32.3,20.7,0
83.5,53.9,10.7,35.2,0
62.4,38.6,55.5,24.4,1
95.5,49.6,8.5,18.8,0
69.5,40.3,58.2,23.6,0
224.6,80.1,27.7,21.3,1
130.5,47.0,56.9,20.3,0
107.0,44.3,55.0,21.5,0
17.5,38.4,25.6,17.4,0
109.7,64.4,48.4,21.3,1
107.7,32.3,7.2,17.0,0
31.1,25.3,6.8,8.6,0
17.1,34.3,22.6,26.8,0
126.8,74.3,37.4,16.6,1
138.0,75.9,2.5,20.8,1
44.5,21.6,31.9,15.4,0
42.8,46.0,58.6,15.6,1
82.4,41.3,51.8,13.8,0
52.2,45.6,15.5,25.7,0
16.7,33.6,32.6,27.1,0
30.8,12.5,11.9,20.2,0
93.7,50.0,17.3,16.8,0
32.4,40.2,55.5,9.8,0
142.8,55.5,59.9,24.8,1
106.5,43.7,16.1,15.9,1
96.5,25.3,14.3,13.3,0
81.1,48.5,24.3,20.2,1
39.7,32.4,27.9,18.0,1
117.1,38.2,7.2,10.9,0
38.7,25.8,10.6,11.7,0
148.3,58.9,26.6,22.0,0
201.6,63.7,15.7,16.1,1
83.1,40.8,51.0,23.1,1
184.0,45.0,45.6,20.9,1
31.2,44.0,33.1,26.3,0
107.4,47.0,27.1,15.0,0
73.5,25.2,50.2,21.4,0
128.3,22.6,11.6,23.8,0
9.4,34.7,53.5,16.2,0
123.0,57.5,4.8,26.8,0
43.0,33.3,55.6,10.0,0
76.3,49.4,10.1,15.0,0
264.5,96.5,49.1,9.8,1
109.9,49.8,3.0,15.6,0
99.8,41.9,49.3,19.1,0
94.1,38.5,35.9,25.0,0
159.0,64.8,3.1,19.1,1
131.4,69.6,46.9,16.4,1
94.8,42.5,7.9,10.7,1
86.5,59.3,33.3,12.7,0
82.3,45.0,21.3,21.9,0
70.4,42.2,46.0,25.3,0
25.0,55.1,51.5,17.5,0
108.3,66.9,28.9,27.3,0
46.7,51.8,46.0,14.3,0
64.0,26.4,55.2,17.7,1
137.6,80.7,42.0,18.2,1
71.7,36.9,20.7,29.2,0
67.5,34.1,28.9,20.8,0
83.3,14.9,15.3,9.2,0
57.7,38.3,28.6,25.7,0
260.8,72.2,16.3,31.1,1
237.5,84.3,48.8,18.5,1
233.5,64.4,37.4,14.6,1
94.3,65.1,38.7,25.2,1
44.3,37.7,8.4,31.8,0
140.1,82.4,2.1,25.1,0
58.1,22.2,47.8,10.3,0
148.7,75.8,33.5,24.5,1
42.5,9.0,56.0,22.4,1
99.3,47.3,33.2,14.3,0
163.2,53.2,14.5,27.7,0
60.7,29.8,42.5,22.6,0
60.5,28.9,42.7,27.9,0
19.0,13.8,5.8,13.6,0
43.7,15.8,42.2,22.4,0
93.0,37.9,14.3,14.6,0
103.4,47.2,16.8,21.5,0
114.4,62.6,3.8,28.9,0
12.1,26.6,38.4,11.4,1
58.3,48.6,44.4,11.8,0
21.4,7.6,15.4,25.7,0
89.6,37.2,48.0,19.9,0
15.5,32.4,46.2,27.0,0
28.0,31.1,25.8,15.2,0
129.8,42.1,6.0,20.3,0
48.0,43.2,18.3,24.1,0
185.1,59.9,11.6,21.3,0
116.5,39.8,57.6,9.3,1
61.0,41.1,49.4,36.9,0
144.2,56.1,6.5,21.3,0
65.1,30.0,31.8,12.0,0
124.7,44.5,17.5,21.9,1
41.8,17.6,3.9,22.6,0
150.0,52.7,20.7,26.0,0
17.1,37.5,9.4,25.6,0
27.9,29.9,14.9,18.7,0
32.6,39.7,20.9,9.7,0
45.7,37.6,25.7,22.8,0
95.4,36.5,29.2,10.1,0
74.7,18.9,32.2,27.3,0
125.7,40.3,23.5,15.6,1
164.8,53.1,30.9,23.8,1
15.1,14.8,26.2,16.1,0
178.3,76.3,57.9,17.0,1
64.0,47.6,5.9,15.2,0
230.5,100.0,36.0,24.3,0
40.3,20.9,13.2,16.3,0
10.6,41.8,23.8,24.6,0
117.4,68.5,33.7,16.4,1
112.3,45.3,46.1,18.6,1
28.6,32.8,58.7,20.2,1
31.4,42.7,30.6,20.9,0
132.3,52.4,16.9,14.5,0
98.7,43.0,47.9,24.2,0
59.0,27.2,14.9,18.4,0
106.0,18.2,31.5,23.3,0
91.8,43.8,51.1,19.9,0
34.6,20.1,25.4,23.5,0
139.2,41.9,34.3,17.5,0
121.1,55.3,8.9,15.3,1
76.0,21.6,5.2,22.6,0
132.4,62.8,59.2,17.0,1
249.5,88.2,12.4,28.8,1
31.1,23.0,21.5,20.4,0
61.2,34.5,31.3,11.8,0
63.6,21.6,23.7,16.5,0
130.4,61.6,7.6,14.0,1
45.2,33.6,13.4,26.4,0
125.4,54.5,30.6,24.6,0
49.8,38.5,27.5,19.6,0
27.8,19.2,48.3,21.7,0
79.4,21.6,20.1,19.5,0
49.0,43.7,56.5,25.2,1
85.4,49.6,18.4,23.1,0
100.9,38.8,21.2,24.2,0
16.4,29.0,57.1,18.8,0
53.7,48.5,50.7,16.2,1
79.4,53.5,20.4,24.0,0
132.8,46.4,24.9,29.3,1
121.7,32.6,50.9,26.6,0
37.2,13.5,7.0,29.5,0
66.1,32.8,19.1,21.0,0
104.7,63.7,32.8,14.2,1
62.5,26.9,50.1,14.7,0
40.5,23.0,34.7,28.3,0
72.5,30.7,30.4,8.8,1
97.7,38.0,57.8,29.0,1
34.1,28.4,8.8,15.3,0
112.8,32.8,47.2,31.5,0
83.0,53.8,9.4,19.6,0
115.7,47.2,44.5,24.3,0
71.3,67.6,33.5,34.3,1
225.2,62.2,17.3,18.0,1
96.4,63.2,33.5,17.9,0
125.0,67.9,53.0,15.8,1
112.5,43.2,29.4,14.0,1
65.4,31.6,2.4,18.0,0
90.2,31.5,5.3,16.7,0
46.1,20.6,38.7,12.5,0
214.5,73.6,41.3,18.7,1
104.1,46.3,25.3,22.7,1
38.5,10.4,16.1,14.6,0
183.0,93.3,43.5,19.0,1
68.0,33.9,19.6,28.4,0
137.3,55.1,6.3,11.5,0
15.9,16.5,25.8,31.6,0
161.2,57.1,33.3,16.0,1
101.1,41.0,58.0,21.2,0
35.8,28.9,36.3,27.7,0
99.8,44.8,14.1,29.5,0
200.5,79.8,50.3,22.8,1
47.3,34.5,18.9,15.8,0
46.8,40.1,57.6,15.3,0
64.6,36.0,20.9,16.6,0
78.9,42.5,54.8,31.3,1
143.5,53.0,53.0,17.7,1
105.1,58.3,52.1,21.9,1
64.6,40.0,4.3,13.7,0
93.1,41.4,51.3,13.1,1
222.2,73.3,43.8,20.2,1
118.1,48.2,21.4,18.1,1
70.0,37.9,30.4,18.5,0
63.1,35.1,39.1,11.1,0
89.1,35.6,56.7,19.6,1
142.3,64.7,47.2,29.3,1
41.9,40.4,26.9,14.9,0
129.3,73.7,39.4,25.4,1
68.9,30.0,12.8,-0.8,0
76.8,47.2,26.6,15.2,0
339.7,82.0,47.9,8.5,1
120.5,60.1,37.2,27.4,1
50.2,15.1,47.4,25.3,0
100.9,33.4,31.6,13.8,0
147.1,60.8,24.0,21.7,0
121.4,42.9,45.1,27.2,1
8.5,13.0,7.4,28.1,0
74.5,32.8,58.8,17.6,1
104.0,54.8,57.0,6.7,1
98.2,33.4,53.1,14.6,1
53.5,32.7,53.3,24.6,1
122.8,46.2,31.6,32.6,0
161.6,70.2,30.9,19.7,1
16.9,34.4,49.6,16.4,0
15.3,5.0,18.4,34.4,0
100.3,57.6,51.3,22.4,1
129.8,45.1,13.7,12.6,0
47.4,34.7,53.0,19.3,0
9.2,11.0,33.4,26.0,0
75.4,43.3,50.9,19.6,0
99.2,75.4,30.6,24.8,1
60.7,36.7,37.3,10.4,0
149.6,51.9,55.8,11.4,1
95.0,41.0,26.3,15.6,0
43.4,13.2,14.8,18.3,0
47.1,49.2,7.3,22.0,0
76.7,42.9,36.2,23.8,1
57.5,21.8,37.4,34.8,0
14.3,11.4,38.0,15.6,0
89.3,42.5,4.2,18.1,0
48.2,43.2,3.6,15.7,0
55.0,19.9,53.9,26.5,0
30.8,41.1,42.3,26.8,1
203.9,69.9,8.6,17.3,1
115.6,37.7,6.3,32.4,0
237.1,73.7,11.4,15.7,0
60.4,56.1,48.8,26.2,0
120.2,33.4,43.9,28.7,1
90.4,33.8,39.0,11.8,1
44.8,42.6,39.2,23.5,0
60.0,37.6,51.8,3.6,0
115.4,39.4,21.3,24.9,1
30.8,39.3,20.7,13.4,0
150.6,69.8,26.7,23.4,1
85.1,45.3,59.4,24.5,0
137.5,47.0,34.2,26.7,1
99.5,39.4,33.7,25.3,1
17.1,27.7,49.0,20.3,0
74.5,22.9,12.3,17.7,0
152.8,74.1,25.5,19.6,1
84.2,61.5,39.2,13.3,0
76.0,36.2,59.3,18.7,0
84.1,45.3,11.0,18.3,0
13.1,37.5,28.2,15.3,0
163.4,84.3,54.5,9.6,1
6.5,40.3,44.1,12.3,0
186.1,45.7,37.6,1.1,0
57.1,30.5,16.9,18.2,0
104.5,52.1,12.9,22.2,0
11.8,17.0,23.7,3.9,0
128.9,73.6,16.8,21.4,0
114.3,68.1,48.9,19.3,1
109.5,37.6,43.8,12.9,1
11.2,20.8,50.4,17.4,1
39.9,21.0,11.9,26.3,0
99.9,42.6,20.0,14.2,0
160.4,57.4,46.6,20.5,1
34.9,40.2,11.5,22.1,0
35.7,18.3,10.4,15.1,0
95.3,12.4,24.2,26.0,0
320.4,80.8,12.8,22.4,1
45.4,19.0,6.6,18.5,0
56.6,26.3,20.1,34.2,0
50.1,34.8,52.8,26.1,0
69.1,24.3,5.3,9.9,0
168.9,47.7,34.8,17.7,1
71.9,26.8,34.7,34.8,0
340.2,91.7,32.8,14.1,1
82.0,33.8,31.3,20.4,0
179.8,57.8,3.0,27.4,1
60.0,43.3,4.8,23.9,0
25.1,14.4,31.7,24.8,0
71.8,33.7,58.2,24.4,1
110.6,41.1,25.7,20.2,0
40.2,39.7,29.4,15.2,1
161.3,58.5,59.0,22.6,1
52.1,45.6,47.2,17.6,1
30.8,13.9,46.7,17.1,0
299.7,94.3,31.3,28.9,1
38.4,22.7,54.1,17.7,1
50.9,18.0,35.7,30.2,0
123.5,50.1,40.1,21.5,1
58.3,55.4,47.7,19.0,1
31.9,17.7,25.6,9.1,0
46.8,30.2,57.3,32.7,0
247.4,66.1,59.3,20.0,1
113.4,30.8,36.1,6.4,1
129.3,42.9,14.9,25.9,1
92.0,37.6,46.9,19.7,0
103.5,41.0,20.7,14.4,1
54.9,31.0,35.5,25.6,1
83.8,21.2,7.0,4.7,0
10.1,15.0,48.8,15.7,0
146.2,62.6,57.6,18.2,1
54.5,17.3,7.5,25.1,0
27.2,22.6,44.4,33.4,0
87.4,45.4,51.9,18.5,1
65.3,26.9,8.4,22.8,0
142.7,59.8,16.3,36.5,0
73.0,20.0,24.7,20.0,0
46.0,42.2,50.5,22.8,1
74.3,43.0,30.6,12.6,0
193.5,69.0,9.9,31.8,1
145.9,70.0,16.9,15.7,0
113.2,44.3,29.1,21.6,0
150.2,50.1,4.3,21.4,0
119.3,66.3,38.6,20.5,1
36.0,51.1,3.5,17.4,0
130.0,44.2,47.3,21.4,0
162.3,59.2,44.6,30.5,0
168.5,74.7,52.2,33.7,1
29.4,26.4,11.1,18.9,0
51.0,39.9,36.9,17.3,0
45.0,40.6,47.3,15.1,1
59.5,28.1,31.9,36.1,0
105.1,51.3,9.6,20.8,0
85.8,41.4,7.7,26.7,0
85.8,26.8,37.1,24.2,0
22.5,13.8,30.9,33.3,0
49.4,24.5,55.9,18.5,1
176.8,75.3,50.4,13.4,1
161.9,72.0,44.0,31.2,1
72.1,47.0,59.0,25.4,0
130.3,57.8,42.3,22.7,1
98.5,49.6,7.4,29.2,1
140.1,58.4,6.5,23.1,0
134.2,58.4,49.3,29.4,0
76.5,44.8,22.9,21.5,1
113.7,31.6,55.6,25.4,0
103.1,36.3,8.9,23.2,1
78.0,27.2,13.5,18.0,0
66.0,49.8,46.8,18.8,0
225.6,96.3,51.2,17.6,1
78.1,13.5,52.3,21.6,0
124.8,70.0,7.8,17.3,0
214.5,74.7,24.1,22.6,1
113.6,60.5,39.5,22.4,1
110.0,53.6,55.3,21.2,0
78.4,56.9,15.9,21.3,1
104.4,48.6,36.8,16.6,1
61.8,19.1,10.3,18.3,0
368.4,100.0,45.3,10.0,1
23.0,31.9,9.4,19.3,0
69.2,34.7,60.0,14.1,1
114.9,56.6,7.4,20.6,1
110.1,46.7,41.7,15.7,0
61.7,28.3,47.1,7.7,1
15.5,10.8,17.0,33.5,0
26.9,22.0,16.8,18.6,0
90.2,45.0,36.6,28.7,0
10.9,5.0,38.6,16.8,0
120.5,40.8,43.8,30.2,1
171.0,38.8,35.7,13.1,0
135.4,46.5,12.1,21.1,0
153.9,72.8,55.6,13.4,1
11.4,8.6,11.7,35.6,0
63.6,44.3,34.8,18.5,0
33.5,62.6,55.4,25.0,1
18.4,42.0,55.0,22.7,1
53.6,35.0,11.7,19.8,1
211.1,83.1,15.8,23.1,1
249.4,65.9,36.9,28.2,1
37.5,10.5,21.6,24.0,1
82.3,40.9,44.4,21.0,0
103.4,50.6,32.3,23.1,1
64.0,49.1,17.4,31.5,0
179.2,58.0,25.8,17.5,1
54.3,35.9,42.1,8.9,0
47.2,33.7,47.5,13.4,1
39.3,28.3,23.4,13.9,0
63.6,35.0,8.1,14.7,0
3.5,10.6,22.5,14.9,0
66.0,39.9,38.6,19.9,0
86.0,43.8,46.1,21.5,0
90.0,37.2,53.0,21.4,0
31.7,35.9,57.8,15.6,0
88.8,54.5,32.7,26.0,1
87.4,50.0,53.1,23.2,1
88.9,29.7,17.2,29.5,1
137.2,55.5,34.5,25.1,0
30.5,16.7,33.3,17.9,0
64.6,37.3,46.6,27.8,0
14.4,12.7,46.8,21.6,0
128.7,67.5,18.5,24.8,0
35.0,38.2,53.4,24.3,1
151.8,71.8,53.7,19.3,1
155.4,71.5,57.0,20.6,1
69.6,34.1,28.5,19.2,0
66.8,31.6,59.3,14.9,0
21.1,46.2,47.5,7.1,1
80.3,38.1,39.9,15.8,0
136.4,37.8,27.1,21.2,0
97.0,56.3,50.9,26.5,1
193.6,70.1,46.3,24.8,1
58.8,52.8,36.0,18.3,0
58.7,37.6,59.8,15.9,1
37.2,29.1,16.5,18.9,0
279.7,100.0,39.2,14.1,1
20.9,6.8,20.6,7.3,0
129.8,45.4,28.6,10.7,0
138.3,43.9,21.7,28.2,0
134.3,27.2,21.4,31.1,1
40.0,40.5,23.9,24.5,0
69.5,30.7,5.3,19.7,1
117.2,60.2,4.3,11.6,0
47.9,36.7,44.0,19.0,1
62.2,42.8,20.0,23.7,1
48.6,26.7,3.2,25.0,0
84.4,31.9,6.7,24.1,0
80.4,41.2,13.4,27.3,1
216.6,85.2,4.8,31.7,1
119.0,49.1,56.9,17.6,0
26.0,18.1,35.0,36.8,0
28.0,12.6,24.9,7.9,1
131.4,55.3,32.9,15.3,1
79.7,33.3,8.5,21.2,0
269.0,86.4,42.7,23.3,1
268.5,84.3,58.2,18.9,1
37.0,23.9,9.6,17.0,0
98.1,48.0,10.9,33.2,0
28.3,33.7,38.5,16.7,0
129.8,76.0,10.8,13.9,1
237.2,88.4,9.3,30.1,1
88.4,61.2,40.9,25.1,1
57.2,24.5,37.9,26.6,1
105.3,27.1,14.6,21.2,0
148.6,57.0,49.7,11.7,1
149.2,67.6,8.1,20.5,1
57.7,42.8,21.3,10.9,0
46.9,46.3,44.9,21.5,0
94.3,13.1,37.6,23.9,1
60.8,50.2,36.8,26.5,1
179.2,68.8,41.8,19.4,1
60.2,16.5,39.5,24.5,0
83.8,49.6,52.7,14.6,1
103.5,47.9,35.0,25.8,0
21.6,30.0,25.3,24.0,0
50.3,44.6,46.4,15.2,1
261.3,90.5,17.0,23.2,0
144.3,38.4,46.1,26.5,1
59.6,33.2,18.2,20.5,0
130.2,33.1,29.9,15.1,1
177.3,72.1,44.9,21.1,1
67.1,53.5,38.4,23.3,0
139.7,40.0,7.0,15.0,0
126.4,43.5,27.9,14.0,1
28.8,16.6,49.1,23.1,0
67.3,31.4,59.8,24.9,0
220.4,80.1,29.1,32.9,1
256.5,78.8,7.0,24.0,1
145.1,64.1,23.2,12.7,1
48.9,45.0,30.4,32.2,0
7.7,35.1,6.3,26.3,0
43.6,17.5,52.1,8.0,1
25.2,42.9,33.2,13.8,0
231.2,95.4,26.1,17.1,1
14.0,42.1,25.0,25.0,0
29.5,25.5,3.6,5.7,0
92.9,34.2,32.1,19.3,1
79.3,28.0,29.6,24.7,0
213.3,60.1,22.1,3.0,1
121.0,50.4,40.2,24.5,1
71.2,48.0,25.8,25.2,0
181.4,81.0,35.2,14.9,1
58.2,28.7,53.3,13.1,0
224.8,75.7,23.1,14.8,1
38.7,28.4,25.1,4.0,0
77.1,31.7,52.2,18.0,0
9.3,31.2,22.8,21.3,0
150.3,61.9,27.5,12.7,1
89.1,44.0,48.4,25.8,0
225.2,80.6,36.3,20.6,0
65.5,43.8,56.2,21.6,0
21.3,32.6,29.3,17.6,0
110.4,37.5,29.8,24.5,0
51.5,43.6,4.5,27.7,1
135.9,57.0,13.4,17.6,0
39.4,24.6,33.3,24.6,0
199.2,72.6,12.9,24.6,1
83.8,45.1,28.3,22.5,0
71.4,50.8,18.4,30.1,0
190.4,55.1,3.2,15.6,0
151.8,73.8,29.6,17.5,1
44.2,31.3,39.5,15.3,1
148.8,51.1,21.6,24.4,0
128.5,45.7,47.0,18.4,0
74.5,26.6,10.5,15.8,0
